mcrTags,count
"[apache,api,bridge,client,commons,dependency-injection,eclipse,google,jetty,json,junit,logging,matching,messaging,mock,mocking,server,slf4j,spring,testing,webserver,websocket]",1
"[annotations,aop,apache,api,appengine,aspect,authentication,base64,beans,binding,bytecode,client,cloud,codec,codehaus,collections,commons,computing,concurrency,csv,database,date,dependency-injection,driver,eclipse,encoding,engine,expression,framework,full-text,google,gwt,html,http,index,indexing,io,javax,jaxrs,jboss,jdbc,jetty,json,junit,jvm,language,library,logging,lucene,mail,matching,mime,model,module,mongodb,mvc,nosql,oauth,openid,osgi,parser,pool,pooling,rest,scala,sdk,search,server,servlet,slf4j,solr,specs,spring,standard,streaming,structures,swagger,tabular,template,testing,testng,time,ui,upload,web,webserver,xml,yaml]",1
"[apache,binding,codec,command,execution,external,graphics,ibm,io,json,modeling,process,runtime,svg,swing,ui,uml,web,xml]",1
"[amazon,annotations,apache,api,authentication,avro,aws,base64,beans,bigdata,binding,bridge,broker,cache,cli,client,cluster,codec,command-line,commons,communication,compiler,computing,concurrency,connector,console,coordination,database,date,dependency-injection,discovery,distributed,driver,eclipse,embedded,encoding,example,expression,extension,file-system,fluent,framework,git,github,google,graph,graphviz,hadoop,hbase,hsql,http,io,javax,jdbc,jetty,jms,jpa,json,jsp,junit,language,logging,mail,management,managment,mapreduce,matching,message,metrics,mock,mocking,module,monitoring,mysql,parallel,parser,performance,persistence,pool,pooling,postgresql,prometheus,protocol,proxy,python,query,queue,reflection,registry,remoting,runtime,scheduling,scm,serialization,server,servlet,slf4j,spark,specs,sql,standard,storage,streaming,terminal,testing,thrift,time,tools,version-control,visualization,web,webapp,webserver,xml,yarn]",1
"[apache,api,client,commons,database,http,junit,pooling,redis,testing]",1
"[admin,annotations,apache,api,bpm,build,build-system,client,codec,codehaus,database,eclipse,groovy,http,interface,io,jetty,json,jvm,language,maven,netty,network,persistence,proxy,redis,runtime,server,socket,spring,starter,swagger,transport,ui,web,webserver]",1
"[cli,codehaus,command-line,github,groovy,json,parser]",1
"[analyzer,apache,api,eclipse,engine,full-text,index,indexing,javaee,javax,json,junit,lucene,mail,metrics,mock,mocking,server,specs,standard,testing,webservice,workflow]",1
"[apache,client,codec,data,deep-learning,google,http,logging,machine-learning,native,nlp,platform,visualization]",1
"[apache,appengine,bridge,cli,command-line,console,io,jetty,junit,logging,parser,rdf,semantic,server,servlet,slf4j,terminal,testing,web,webserver]",1
"[amazon,apache,assertion,avro,logging,matching,protocol,quality,serialization,testing]",1
"[apache,client,excel,persistence,spreadsheet,spring,starter]",1
"[io,linux,unix]",1
"[admin,client,encoder,github,io,json,jwt,logging,netty,network,security,socket,spring,starter]",1
"[binding,cloud,json,reflection,spring,streaming,support,testing,tools]",1
"[analyzer,annotations,apache,api,base64,binding,bridge,cache,cli,client,codec,codehaus,collections,commons,config,coordination,database,distributed,eclipse,encoding,full-text,github,graph,http,i18n,ibm,index,indexing,io,javax,jetty,jini,jmx,jndi,json,junit,library,logging,lucene,mime,monitoring,nosql,parser,proxy,rdf,runtime,security,server,servlet,slf4j,sparql,specs,standard,structures,system,testing,upload,web,webapp,webserver,xml,zookeeper]",1
"[analysis,annotations,apache,assertion,authentication,binding,build,build-system,client,compatibility,config,container,defect,docker,eclipse,exception,git,google,http,json,junit,library,logging,maven,metadata,mock,mocking,model,oauth,plugin,quality,scm,slf4j,spring,testing,tools,typesafe,version-control]",1
"[apache,api,chart,client,clojure,connector,database,dataset,driver,editor,framework,full-text,google,gwt,hibernate,ibm,index,indexing,javax,jdbc,json,lucene,mysql,persistence,postgresql,render,server,service,specs,sql,standard,streaming,ui,validation,visualization,web,xml]",1
"[amazon,apache,api,aws,base64,build,build-system,client,cloud,codec,command,commons,computing,config,distributed,eclipse,encoding,encryption,etcd,execution,external,framework,git,google,io,javax,json,junit,mail,manifest,maven,metrics,mock,mvc,netty,network,process,reactive,scm,sdk,servlet,socket,specs,spring,standard,swagger,testing,ui,validation,version-control]",1
"[api,assets,codehaus,config,data,database,driver,eclipse,embedded,groovy,hibernate,hsql,javax,jpa,jvm,language,mapping,mongodb,mvc,persistence,relational,rest,security,servlet,specs,spring,sql,standard,sync,testing,web]",1
"[apache,api,commons,junit,mock,mocking,plugin,runner,sonar,testing,toolkit,tools]",1
"[annotations,apache,api,base64,binding,bridge,cache,client,codec,encoding,fluent,google,http,io,json,junit,logging,mime,mock,mocking,osgi,slf4j,testing]",1
"[actor,ai,akka,analytics,apache,api,base64,binding,cli,codec,collections,column,command-line,commons,compiler,compression,concurrency,console,date,distributed,encoding,evaluation,expression,google,hadoop,json,language,machine-learning,mock,mocking,model,module,parquet,parser,processing,reflection,runtime,schema,serialization,stream,streaming,structures,terminal,testing,testng,time,twitter,typesafe,xml]",1
"[analysis,annotations,apache,api,base64,bytecode,cli,codec,codehaus,command-line,commons,compiler,compression,encoding,expression,github,google,io,jboss,json,jvm,language,library,logging,parser,reflection,slf4j,text,tree,yaml]",1
"[annotations,api,binding,engine,example,github,graphics,io,json,junit,jvm,kotlin,language,library,matching,storage,testing]",1
"[annotations,api,assertion,binding,builder,client,compiler,container,date,io,javax,json,junit,kubernetes,mock,mocking,model,module,parser,pojo,quality,runtime,specs,standard,testing,time,xml,yaml]",1
"[api,google,json,junit,logging,matching,slf4j,testing]",1
"[analysis,angular,annotations,apache,api,base64,beans,binding,bridge,bytecode,client,codec,codehaus,collections,commons,config,container,crud,database,date,defect,dependency-injection,diff,dispatcher,driver,embedded,encoding,excel,expression,framework,github,google,groovy,hibernate,html,http,ide,io,javax,jaxrs,jboss,jdbc,json,jsp,jvm,language,launcher,logging,mail,mapping,metadata,microservices,migration,model,module,mysql,native,parser,patch,persistence,pooling,postgresql,provider,reactive,reflection,relational,rest,runtime,scheduling,security,server,service,servlet,slf4j,specs,spreadsheet,spring,sql,standard,structures,support,swagger,testing,testng,time,tomcat,ui,upload,validation,vfs,web,webserver,webservice,xml]",1
"[apache,api,barcode,bootstrap,commons,connector,database,dom,driver,excel,github,google,html,io,javax,json,junit,logging,mail,mysql,parser,persistence,slf4j,specs,spreadsheet,spring,standard,starter,swagger,testing,ui,upload,web,xml]",1
"[analysis,annotations,api,binding,database,defect,embedded,google,io,javax,junit,metadata,netty,network,postgresql,socket,specs,standard,testing,xml]",1
"[analysis,bytecode,compiler,google,io,junit,logging,matching,mock,mocking,parser,runtime,testing]",1
"[cli,io,junit,parser,testing]",1
"[annotations,apache,api,appengine,assets,asynchronous,authentication,beans,binding,bootstrap,bridge,bundle,bytecode,cache,captcha,cassandra,chart,client,clojure,codehaus,collections,commons,compiler,config,dashboard,database,date,dependency-injection,driver,eclipse,ejb,embedded,engine,esb,event,example,excel,expression,extension,facebook,framework,github,google,graph,groovy,hazelcast,hibernate,hsql,html,io,javaee,javascript,javax,jdbc,jetty,jmx,jpa,jquery,json,jsp,junit,jvm,language,library,logging,management,mapping,matching,math,memory,metrics,mock,mocking,monitoring,off-heap,orm,osgi,performance,persistence,pool,portlet,protocol,proxy,python,redis,reflection,relational,rest,runtime,scala,sdk,security,serialization,server,service,servlet,slf4j,specs,spreadsheet,spring,sql,standard,structures,stub,testing,testng,time,tools,transaction,tree,twitter,ui,validation,visualization,web,webapp,webserver,webservice,wicket,xml]",1
"[apache,assertion,client,deep-learning,io,junit,kafka,machine-learning,matching,native,platform,quality,registry,schema,streaming,tensorflow,testing]",1
"[aop,apache,api,aspect,beans,bytecode,client,dependency-injection,exception,framework,google,http,javax,jsp,junit,library,logging,matching,mock,mocking,mvc,servlet,slf4j,specs,spring,standard,testing,web]",1
"[framework,github,google,io,linux,native,netty,network,socket,unix,x86]",1
"[aop,apache,api,aspect,assertion,assets,binding,bootstrap,cache,engine,framework,hibernate,javax,jdbc,jpa,jquery,json,jsp,junit,logging,matching,mock,mocking,mvc,persistence,pool,quality,runtime,server,servlet,slf4j,specs,spring,sql,standard,support,taglib,testing,tomcat,ui,validation,web,webserver,xml]",1
"[ant,api,binding,build,build-system,cli,compiler,javax,json,junit,logging,maven,parser,plugin,runtime,schema,slf4j,specs,standard,testing,tools,xml]",1
"[filtering,google,io,json,server,service]",1
"[aop,apache,aspect,bytecode,client,collections,commons,communication,date,distributed,google,http,json,persistence,remoting,spring,starter,structures,time]",1
"[amazon,apache,api,aws,cli,client,cloud,codehaus,command-line,computing,concurrency,consul,coordination,distributed,embedded,full-text,google,index,indexing,io,javax,jetty,json,lucene,management,mapping,metrics,mock,mocking,monitoring,parser,performance,sdk,server,servlet,specs,standard,testing,testng,web,webserver,webservice,zookeeper]",1
"[apache,commons,compression,connector,database,driver,embedded,http,io,jdbc,jvm,language,library,logging,mysql,pool,process,proxy,scala,spring,sql]",1
"[apache,api,assertion,bson,camel,client,data,database,dependency-injection,driver,embedded,framework,github,google,hibernate,htmlunit,http,integration,jdbc,jpa,junit,layout,logging,mapping,mock,mocking,mongodb,mvc,nosql,persistence,pool,pooling,quality,relational,rules,slf4j,spring,sql,starter,streaming,swing,system,testing,ui,web]",1
"[analyzer,annotations,ant,apache,api,base64,binding,bridge,build,cache,client,codec,collections,commons,connector,database,driver,elastic,elasticsearch,encoding,engine,framework,generator,github,hibernate,http,index,javax,jdbc,json,junit,logging,lucene,mail,mapping,metadata,mime,mvc,mysql,orm,persistence,pool,redis,relational,scheduling,sdk,search,servlet,slf4j,specs,spring,sql,standard,starter,structures,support,template,testing,tools,transaction,upload,web]",1
"[apache,api,client,connector,dependency-injection,engine,github,jaxrs,json,junit,matching,mock,mocking,provider,rest,rules,servlet,system,testing,webservice]",1
"[cli,csv,io,parser,rest,tabular]",1
"[agent,analysis,annotations,apache,api,beans,benchmark,binding,bridge,broadcast,bytecode,cache,cli,client,command-line,commons,communication,compression,config,consul,defect,dependency-injection,distributed,etcd,expression,extension,framework,generator,github,google,grpc,hazelcast,hibernate,http,io,javax,jaxrs,jboss,json,junit,language,logging,memory,metadata,netty,network,off-heap,parser,performance,persistence,platform,protocol,proxy,reflection,registry,remoting,rest,rpc,runner,runtime,serialization,slf4j,socket,specs,spring,standard,telnet,testing,tracing,transaction,transport,validation,webservice]",1
"[analyzer,annotations,apache,api,authentication,barcode,base64,bloomfilter,bridge,build,build-system,cache,client,codec,codehaus,collections,commons,connector,cron,cryptography,database,date,dependency-injection,driver,embedded,encoding,engine,extension,framework,generator,github,google,groovy,hibernate,html,http,index,io,javax,jdbc,json,junit,jvm,jwt,language,logging,lucene,mail,mapping,markdown,maven,model,mysql,netty,network,oauth,orm,parser,persistence,plugin,processor,redis,scheduling,scripting,sdk,search,security,server,servlet,slf4j,socket,specs,spring,sql,standard,starter,structures,swagger,system,tags,template,testing,text,time,tomcat,ui,upload,validation,web,webserver,xml,yaml]",1
"[benchmark,excel,generator,github,performance,reader,spreadsheet,xml]",1
"[apache,api,bytecode,client,collections,computing,distributed,engine,ftp,github,google,hadoop,http,javax,json,junit,logging,mail,mapreduce,mocking,network,scheduling,servlet,specs,ssh,standard,structures,template,testing,testng]",1
"[annotations,api,client,dependency-injection,engine,expression,google,hibernate,http,io,javax,json,junit,language,logging,mock,mocking,persistence,slf4j,specs,standard,testing,validation,vertx,web,webservice]",1
"[api,archetype,beans,binding,bootstrap,build,build-system,camel,client,collections,compression,config,connector,database,descriptor,eclipse,embedded,engine,example,extension,git,github,hibernate,interface,io,javaee,javax,jboss,jdbc,json,junit,logging,manager,maven,migration,module,parser,persistence,resource,rest,scm,scripting,shell,slf4j,specs,sql,standard,structures,template,testing,text,tools,ui,validation,version-control,xml,yaml]",1
"[ai,apache,api,assets,asynchronous,authentication,barcode,base64,beans,bridge,bson,bytecode,cache,classpath,client,codec,collections,command-line,commons,compiler,compression,computer-vision,concurrency,config,connection,connector,coordination,cryptography,database,discovery,disruptor,distributed,driver,embedded,encoding,engine,fluent,ftp,github,google,graph,html,http,io,javascript,jdbc,json,junit,logging,mail,matching,memory,mime,mongodb,mysql,native,neo4j,network,nosql,oatuh,oauth,off-heap,parser,platform,policy,pool,protocol,reactive,redis,reflection,regexp,runtime,scheduling,sdk,serialization,server,slf4j,sql,sqlite,structures,template,testing,testng,text,typesafe,upload,url,web,websocket,zookeeper]",1
"[ai,apache,api,binding,client,collections,commons,computer-vision,deep-learning,json,junit,logging,machine-learning,native,slf4j,structures,testing]",1
"[android,compression,dependency-injection,diff,eclipse,extension,git,github,google,io,junit,logging,matching,network,patch,platform,slf4j,ssh,testing]",1
"[apache,api,archetype,build,build-system,builder,codehaus,collections,compatibility,connector,descriptor,engine,groovy,http,io,junit,jvm,language,matching,maven,mocking,model,plugin,provider,scripting,structures,template,testing,tools,xml]",1
"[api,assertion,binding,eclipse,io,jetty,json,junit,logging,management,metrics,mock,mocking,monitoring,performance,quality,server,servlet,slf4j,testing,webserver]",1
"[analysis,annotations,apache,api,client,commons,defect,google,http,io,junit,matching,metadata,mock,mocking,testing,validation,webservice]",1
"[annotations,apache,api,binding,bridge,compiler,google,graphql,json,logging,osgi,parser,runtime,servlet,slf4j,upload,webservice]",1
"[annotations,apache,api,base64,bridge,client,codec,collections,commons,connector,database,driver,encoding,expression,github,google,http,io,json,junit,language,logging,messaging,mysql,request,serialization,slf4j,spring,structures,testing,text,websocket]",1
"[aop,apache,api,aspect,bridge,client,codec,config,connector,data,database,datasource,driver,etcd,hibernate,io,jdbc,jpa,junit,library,logging,mapping,matching,mock,mocking,mysql,orchestration,orm,persistence,postgresql,relational,slf4j,spring,sql,starter,support,testing,transaction,zookeeper]",1
"[assertion,engine,io,junit,management,metrics,monitoring,performance,quality,testing]",1
"[apache,api,base64,binding,cbor,client,codec,container,eclipse,encoding,engine,google,http,javaee,javax,jpa,json,junit,mail,message,persistence,processor,protocol,queue,schema,serialization,servlet,socket,specs,standard,testing,web,webservice,zeromq]",1
"[admin,annotations,apache,api,assertion,authentication,beans,binding,client,cloud,codec,commons,compiler,config,connector,database,driver,embedded,engine,expression,framework,generator,github,google,hashing,hibernate,hsql,http,i18n,ibm,io,javax,jdbc,json,junit,jwt,language,logging,mapping,mock,mocking,model,mongodb,mysql,netty,network,oauth,parser,persistence,postgresql,processor,quality,reflection,relational,runtime,security,selenium,server,slf4j,socket,spark,specs,sql,standard,storage,swagger,testing,transport,validation,web,xml]",1
"[client,data,database,google,io,junit,logging,mock,mocking,redis,spring,testing]",1
"[angular,angularjs,assets,bootstrap,client,jquery,reflection,spring,starter,ui,web,websocket]",1
"[aop,apache,api,aspect,asynchronous,binding,client,commons,connector,database,dom,driver,embedded,html,http,javax,json,mapping,mime,mysql,orm,parser,persistence,pooling,redis,relational,server,servlet,specs,spring,standard,starter,testing,tomcat,upload,web,webserver,xml]",1
"[apache,client,load,metrics,mqtt,performance,testing]",1
"[android,api,codehaus,dependency-injection,google,json,junit,mapping,mock,mocking,orm,platform,reflection,relational,rest,spring,support,template,testing,xml]",1
"[analysis,annotations,api,binding,client,defect,google,http,json,junit,logging,metadata,mock,mocking,slf4j,testing]",1
"[annotations,aop,apache,api,aspect,beans,binding,cache,commons,connector,data,database,dependency-injection,driver,excel,framework,hibernate,javax,jdbc,jpa,json,jsp,junit,logging,mapping,mvc,mysql,persistence,pool,relational,schema,security,server,servlet,slf4j,specs,spreadsheet,spring,sql,standard,stats,support,testing,tomcat,transaction,upload,validation,web,webserver,xml]",1
"[annotations,apache,api,base64,benchmark,build,build-system,codec,codehaus,commons,compiler,encoding,engine,generator,io,json,junit,maven,performance,plugin,testing,tools]",1
"[analyzer,apache,bridge,clojure,commons,full-text,google,index,indexing,jvm,language,logging,lucene,slf4j,testing,testng]",1
"[apache,api,bootstrap,bridge,bytecode,database,eclipse,ejb,embedded,io,javaee,javax,jboss,jdbc,jetty,jmx,junit,library,logging,mail,management,matching,mock,mocking,osgi,plugin,pool,pooling,scheduling,server,servlet,slf4j,smtp,specs,spring,sql,standard,stub,system,testing,toolkit,tools,webserver]",1
"[build,build-system,bytecode,encoder,junit,maven,plugin,testing]",1
"[analysis,annotations,api,binding,bridge,bytecode,client,codehaus,collections,compiler,defect,generator,github,google,html,io,jmx,json,junit,jvm,kotlin,language,launcher,logging,management,matching,metadata,metrics,mock,mocking,module,monitoring,native,netty,network,parser,performance,platform,plugin,prometheus,provider,proxy,reactive,registry,runner,runtime,scala,server,slf4j,socket,streaming,structures,testing,transport,uuid,yaml]",1
"[analysis,annotations,base64,bridge,codec,defect,encoding,io,logging,metadata,mock,mocking,slf4j,testing,testng]",1
"[analysis,api,base64,bytecode,cli,codec,command-line,compiler,css,encoding,engine,github,google,graphics,html,io,java,json,junit,logging,markdown,matching,native,parser,platform,provider,regexp,shell,solver,styles,symbol,testing,tools,tree]",1
"[google,json,junit,library,matching,testing,yaml]",2
"[agent,apache,benchmark,collections,commons,compiler,compression,database,generator,graph,io,junit,library,logging,management,matching,math,metrics,mock,mocking,monitoring,neo4j,nosql,performance,runner,slf4j,structures,support,testing]",1
"[analysis,annotations,apache,base64,build,build-system,client,codec,codehaus,defect,encoding,git,google,http,jaxrs,jenkins,maven,metadata,mocking,plugin,rest,scm,symbol,testing]",1
"[annotations,aop,api,aspect,assertion,codehaus,database,embedded,framework,hsql,javax,jdbc,jsp,junit,logging,mock,mocking,mvc,quality,servlet,slf4j,specs,spring,sql,standard,testing,web]",1
"[api,beans,bridge,communication,connector,database,dependency-injection,distributed,driver,framework,io,logging,mysql,netty,network,persistence,remoting,slf4j,socket,spring,starter,webservice]",1
"[apache,api,bridge,client,cloud,date,google,io,junit,library,logging,matching,messaging,mock,mocking,platform,service,slf4j,testing,time]",1
"[amqp,aop,apache,api,aspect,bridge,client,forms,framework,javax,jsp,junit,logging,message,mvc,queue,servlet,slf4j,specs,spring,standard,support,taglib,testing,transaction,web,xml]",1
"[ai,apache,bigdata,bridge,computing,distributed,google,hadoop,json,junit,logging,machine-learning,mock,mocking,query,slf4j,spark,sql,testing]",1
"[apache,api,benchmark,bridge,bytecode,cli,collections,command-line,commons,compression,engine,generator,github,google,graphics,io,json,junit,logging,math,mock,mocking,native,parser,performance,reader,slf4j,structures,testing,text,yaml]",1
"[apache,api,client,commons,google,http,json,junit,logging,slf4j,testing]",2
"[collections,junit,logging,testing]",1
"[apache,api,javax,junit,jvm,language,matching,servlet,specs,standard,testing]",1
"[agent,analysis,android,annotation,annotations,ant,aop,apache,api,aspect,assertion,asynchronous,base64,beans,benchmark,binding,bridge,broker,buffer,build,build-system,builder,bytecode,cache,camel,cassandra,client,cms,codec,codehaus,commons,communication,compression,container,database,defect,dependency-injection,discovery,distributed,driver,eclipse,ejb,embedded,encoder,encoding,framework,frontend,generator,github,google,grails,groovy,grpc,hibernate,hsql,http,integration,io,javax,jboss,jdbc,jetty,jms,json,junit,jvm,kafka,kotlin,kubernetes,language,linux,logging,mail,mapping,maven,message,messaging,metadata,mime,mock,mocking,model,mvc,native,netty,network,parser,performance,persistence,plugin,pool,pooling,postgresql,protocol,proxy,quality,queue,redis,reflection,relational,remote,remoting,rpc,scheduling,selenium,serialization,server,servlet,slf4j,smtp,soap,socket,specs,spring,sql,standard,streaming,stub,support,testing,text,tomcat,tools,transaction,transport,tree,unix,validation,web,web-framework,webserver,webservice,websocket,x86,xml]",1
"[junit,layout,swing,testing,ui]",1
"[browser,graphics,storage]",1
"[accumulo,analysis,analyzer,annotations,ant,aop,apache,api,aspect,assertion,base64,binding,bridge,build,build-system,builder,bytecode,cache,classpath,cli,client,cms,codec,codehaus,collections,command-line,commons,compatibility,compiler,concurrency,concurrent,config,connector,console,container,database,date,defect,dependency-injection,descriptor,dispatcher,doc,driver,eclipse,embedded,encoding,engine,extension,filtering,forms,frontend,git,github,google,graphics,groovy,hsql,http,i18n,ibm,ide,integration,io,java,javaee,javascript,javax,jaxrs,jdbc,jetty,jpa,json,jsp,junit,jvm,language,library,logging,mail,management,manager,mapping,markdown,matching,maven,metadata,mock,mocking,model,module,monitor,network,parser,persistence,plugin,postgresql,provider,quality,rdf,reflection,render,reporting,repository,resource,rest,rpc,scm,scripting,semantic,server,servlet,slf4j,specs,spring,sql,ssh,standard,streaming,structures,subversion,svg,svn,swing,template,terminal,testing,time,tomcat,tools,transaction,transport,tree,ui,upload,validation,version-control,web,web-framework,webdav,webserver,xml,xpath]",1
"[annotations,aop,apache,api,aspect,beans,binding,bridge,codehaus,commons,config,connector,data,database,datasource,dependency-injection,driver,embedded,exception,framework,github,google,hibernate,io,javax,jdbc,json,junit,jvm,language,logging,mapping,module,mvc,mysql,persistence,plugin,pool,pooling,processor,relational,server,shell,slf4j,specs,spring,sql,standard,starter,swagger,testing,tomcat,transaction,ui,validation,web,webserver]",1
"[apache,api,bridge,io,junit,logging,slf4j,testing]",2
"[junit,memory,off-heap,testing]",1
"[analysis,annotations,apache,api,assertion,bridge,bundle,csv,eclipse,esb,google,javax,jetty,junit,logging,mock,mocking,module,quality,resource,server,slf4j,specs,standard,tabular,testing,validation,web,webserver]",1
